Book Id,Title,Author,Additional Authors,ISBN,Average Rating,Publisher,Binding,Number of Pages,Year Published
70487,Attack of the Deranged Mutant Killer Monster Snow Goons (Calvin and Hobbes #7),Bill Watterson,,1417642165,4.65,Turtleback Books,Hardcover,127,1992
121792,The Revenge of the Baby-Sat (Calvin and Hobbes #5),Bill Watterson,,1417642122,4.65,Turtleback Books,Paperback,128,1991
24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,,836204387,4.62,Andrews McMeel Publishing,Paperback,208,1995
24815,The Indispensable Calvin and Hobbes,Bill Watterson,,751500283,4.68,Warner Books,Paperback,255,1992
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,,751507954,4.69,Sphere,Paperback,254,1990
70489,There's Treasure Everywhere (Calvin and Hobbes #10),Bill Watterson,,836213122,4.69,Andrews McMeel Publishing,Paperback,176,1996
24494,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,,836218523,4.62,Andrews McMeel Publishing,Paperback,128,1989
24818,The Days Are Just Packed (Calvin and Hobbes #8),Bill Watterson,,836217357,4.65,Andrews McMeel Publishing,Paperback,176,1993
24814,It's a Magical World (Calvin and Hobbes #11),Bill Watterson,,836221362,4.71,Andrews McMeel Publishing,Paperback,176,1996
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,,836218051,4.64,Andrews McMeel Publishing,Paperback,256,1988
39816076,The Lost Girls of Paris,Pam Jenoff,,778330273,3.88,Park Row,Paperback,384,2019
38532183,"How to Be Alone: If You Want To, and Even If You Don't",Lane Moore,,1501178830,3.78,Atria Books,Paperback,224,2018
10660230,Super Mario: How Nintendo Conquered America,Jeff   Ryan,,1591844053,3.82,Portfolio,Hardcover,292,2011
5100525,What Would Google Do?,Jeff Jarvis,,61709719,3.88,Harper Business,Hardcover,426,2009
13324841,Son,Lois Lowry,,547887205,3.97,HMH Books for Young Readers,Hardcover,393,2012
31868682,Bad Choices,Ali Almossawi,,735222126,3.26,Viking,Hardcover,160,2017
15818327,Darwin's Doubt: The Explosive Origin of Animal Life and the Case for Intelligent Design,Stephen C. Meyer,,62071475,4.15,HarperOne,Hardcover,512,2013
35133922,Educated,Tara Westover,,,4.46,Random House,Hardcover,334,2018
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,,,4.19,Signet,Mass Market Paperback,325,1963
20893878,Loitering: New & Collected Essays,Charles D'Ambrosio,,1935639870,4.04,Tin House Books,Paperback,358,2014
231610,The World As I See It,Albert Einstein,,1599869659,3.82,"Filiquarian Publishing, LLC.",Paperback,128,2006
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,,425181642,4.09,Berkley Trade,Paperback,337,2000
42649659,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,,,3.9,Broadside e-books,Kindle Edition,288,2019
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,,804137382,4.03,Crown Business,Hardcover,260,2014
7824322,Between Shades of Gray,Ruta Sepetys,,399254129,4.35,Philomel Books,Hardcover,344,2011
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,,,4.07,Portfolio,Kindle Edition,302,2019
24765,"Specials (Uglies, #3)",Scott Westerfeld,,689865406,3.76,Simon Pulse,Hardcover,384,2006
213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,,152061548,3.87,HMH Books for Young Readers,Paperback,337,2006
24768,"Pretties (Uglies, #2)",Scott Westerfeld,,689865392,3.84,Simon Pulse,Paperback,370,2005
24770,"Uglies (Uglies, #1)",Scott Westerfeld,,689865384,3.85,Simon Pulse,Paperback,425,2005
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,,393609391,4.07,W. W. Norton  Company,Hardcover,208,2017
36243813,Silence: In the Age of Noise,Erling Kagge,,,3.78,Penguin,Kindle Edition,160,2017
35794819,Bitwise: A Life in Code,David Auerbach,,1101871296,3.47,Pantheon Books,Hardcover,304,2018
36477572,The Bookshop of Yesterdays,Amy Meyerson,,,3.66,Park Row,Kindle Edition,368,2018
5310515,When You Reach Me,Rebecca Stead,,385737424,4.06,Wendy Lamb Books,Hardcover,199,2009
85697,The Art of Possibility,Rosamund Stone Zander,Benjamin Zander,142001104,3.94,Penguin,Paperback,210,2006
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,,684854678,4.19,Scribner,Paperback,576,2002
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,,1594205221,3.96,Penguin Press,Hardcover,480,2014
28815474,The Couple Next Door,Shari Lapena,,735221081,3.79,Pamela Dorman Books,Hardcover,308,2016
163363,All But My Life: A Memoir,Gerda Weissmann Klein,,,4.29,Hill & Wang,Paperback,261,1995
33858905,The End We Start From,Megan  Hunter,,,3.46,Picador,Kindle Edition,160,2017
2165,The Old Man and the Sea,Ernest Hemingway,,684830493,3.79,Scribner,Hardcover,96,1996
35133064,"The Widows of Malabar Hill (Perveen Mistry, #1)",Sujata Massey,,1616957786,3.93,Soho Press,Hardcover,385,2018
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Ola Rosling, Anna Rosling Rönnlund",1473637465,4.35,Sceptre,Hardcover,342,2018
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,,385495323,4.26,Anchor,Paperback,412,2000
34921573,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,,163286830X,4.26,Bloomsbury USA,Hardcover,322,2018
20910157,Yes Please,Amy Poehler,,62268341,3.83,Dey St.,Hardcover,329,2014
5955421,The Art of Conversation: A Guided Tour of a Neglected Pleasure,Catherine Blyth,,1592404197,2.81,Gotham,Hardcover,304,2008
474093,Helping the Dreamer,Anne Waldman,,918273501,4.2,Coffee House Press,Paperback,240,1989
26891545,Radio Girls,Sarah-Jane Stratford,,451475569,3.74,NAL,Paperback,384,2016
9418327,Bossypants,Tina Fey,,,3.95,Reagan Arthur Books,Kindle Edition,283,2011
28587957,Small Great Things,Jodi Picoult,,345544951,4.34,Ballantine Books,Hardcover,480,2016
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,,1400052173,4.07,Crown Publishing Group,Hardcover,370,2010
667,Anthem,Ayn Rand,,452281253,3.63,NAL,Paperback,105,1999
36236124,Fight Club,Chuck Palahniuk,,393355942,4.18,W. W. Norton  Company,Paperback,218,2018
27833796,The Light of Paris,Eleanor Brown,,039915891X,3.63,G.P. Putnam's Sons,Hardcover,308,2016
890,Of Mice and Men,John Steinbeck,,142000671,3.88,Penguin Books,Paperback,103,2002
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Arnold Schwarzenegger,,4.07,Houghton Mifflin Harcourt,Kindle Edition,707,2016
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,Eriko Sugita,393609030,3.8,W. W. Norton & Company,Hardcover,259,2017
128029,A Thousand Splendid Suns,Khaled Hosseini,,1594489505,4.38,Riverhead Books,Hardcover,372,2007
25817528,Be Frank With Me,Julia Claiborne Johnson,,62413716,3.89,William Morrow,Hardcover,287,2016
2657,To Kill a Mockingbird,Harper Lee,,,4.28,Harper Perennial Modern Classics ,Paperback,324,2006
17910147,Expiration Day,William Campbell Powell,,765338289,3.51,Tor Teen,Hardcover,336,2014
85448,The Great Santini,Pat Conroy,,553268929,4.15,Bantam,Mass Market Paperback,440,1987
25372801,All the Birds in the Sky,Charlie Jane Anders,,765379945,3.59,Tor Books,Hardcover,313,2016
288145,A House of Tailors,Patricia Reilly Giff,,440238005,3.92,Yearling,Paperback,160,2006
7670154,Pod,Stephen Wallenfels,,1608980103,3.54,namelos,Paperback,192,2010
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,,399162410,4.03,G.P. Putnam's Sons Books for Young Readers,Hardcover,457,2013
25897871,TED Talks: The Official TED Guide to Public Speaking,Chris J. Anderson,,544634497,4.07,Houghton Mifflin Harcourt,Hardcover,288,2016
24612118,Fates and Furies,Lauren Groff,,1594634475,3.57,Riverhead Books,Hardcover,390,2015
30474,The Communist Manifesto,Karl Marx,"Friedrich Engels, Antonio Carlos Braga, Samuel Moore, Aldrin Alexander Evies",140447571,3.6,Penguin Classics,Paperback,288,2002
75889,The Little Book That Beats the Market,Joel Greenblatt,Andrew Tobias,471733067,3.98,John Wiley & Sons,Hardcover,155,2005
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,,159184021X,3.77,Portfolio Hardcover,Hardcover,160,2003
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,,465065708,3.77,Basic Books,Hardcover,352,2015
30653967,The Women in the Castle,Jessica Shattuck,,62563661,3.85,William Morrow,Hardcover,356,2017
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,,1400069289,4.11,Random House,Hardcover,375,2012
26530379,Applied Minds: How Engineers Think,Guru Madhavan,,039335301X,3.35,W. W. Norton  Company,Paperback,272,2016
18615427,Cartwheeling in Thunderstorms,Katherine Rundell,,1442490616,4,Simon  Schuster Books for Young Readers,Hardcover,256,2014
21423336,Her,Harriet Lane,,031636987X,2.83,"Little, Brown and Company",Hardcover,272,2015
16158561,The Faraway Nearby,Rebecca Solnit,,670025968,4.21,Viking,Hardcover,259,2013
19501,"Eat, Pray, Love",Elizabeth Gilbert,,143038419,3.58,Riverhead Books,Paperback,368,2007
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,,316010669,3.94,Back Bay Books,Paperback,296,2007
18143977,All the Light We Cannot See,Anthony Doerr,,1476746583,4.32,Scribner,Hardcover,531,2014
27272504,Overcomplicated: Technology at the Limits of Comprehension,Samuel Arbesman,,1591847761,3.54,Current,Hardcover,240,2016
17262236,Rose Under Fire,Elizabeth Wein,,1423183096,4.11,Disney Hyperion,Hardcover,368,2013
22557272,The Girl on the Train,Paula Hawkins,,1594633665,3.93,Riverhead Books,Hardcover,325,2015
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,,1400067553,3.98,Random House,Hardcover,278,2012
5129,Brave New World,Aldous Huxley,,60929871,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998
18114066,The Up Side of Down: Why Failing Well Is the Key to Success,Megan McArdle,,067002614X,3.68,Viking,Hardcover,320,2014
11516274,Redirect: The Surprising New Science of Psychological Change,Timothy D. Wilson,,316051888,3.78,"Little, Brown and Company",Hardcover,288,2011
25614492,Salt to the Sea,Ruta Sepetys,,399160302,4.34,Philomel Books,Hardcover,391,2016
17667561,"The Shadow Throne (Ascendance, #3)",Jennifer A. Nielsen,,,4.25,Scholastic Press,Kindle Edition,336,2014
764165,The Snow Leopard,Peter Matthiessen,,140255087,4.08,Penguin Books,Paperback,352,1987
13335037,"Divergent (Divergent, #1)",Veronica Roth,,62024035,4.18,Katherine Tegen Books,Paperback,487,2012
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,,439023483,4.32,Scholastic Press,Hardcover,374,2008
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,,679879242,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996
532069,Pink and Say,Patricia Polacco,,399226710,4.49,Philomel Books,Hardcover,48,1994
108077,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,,044022800X,3.97,Laurel Leaf,Paperback,224,2000
19469,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,,038532328X,3.72,Delacorte Press,Hardcover,192,1996
6969,Emma,Jane Austen,"Anna Luisa Zazo, Fiona Stafford",141439580,4.02,Penguin Books,Paperback,474,2003
2956,The Adventures of Huckleberry Finn,Mark Twain,"Guy Cardwell, John Seelye, Walter Trier",142437174,3.82,Penguin Classics,Paperback,327,2002
24335,The Trumpet of the Swan,E.B. White,Fred Marcellino,64408671,4.08,HarperTrophy,Paperback,252,2000
8337,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,Garth Williams,60885378,4.18,HarperTrophy,Paperback,198,2007
1934,Little Women,Louisa May Alcott,,451529308,4.1,Signet Classics,Paperback,449,2004
5107,The Catcher in the Rye,J.D. Salinger,,316769177,3.81,Back Bay Books,Paperback,277,2001
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,,316204366,3.95,"Little, Brown and Company",Hardcover,305,2013
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,,1594488843,3.94,Riverhead Books,Hardcover,242,2009
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,,316346624,3.98,Back Bay Books,Paperback,301,2002
